zip,year,hpi
176,1975,26.52
176,1976,26.22
176,1977,33.62
176,1978,40.55
176,1979,53.4
176,1980,53.74
176,1981,52.47
176,1982,55.22
176,1983,56.82
176,1984,58.57
176,1985,61.28
176,1986,64.40000000000001
176,1987,68.90000000000001
176,1988,76.77
176,1989,83.83
176,1990,87.97
176,1991,91.22
176,1992,92.42
176,1993,93.27
176,1994,93.41
176,1995,93.73999999999999
176,1996,94.72
176,1997,95.38
176,1998,97.79000000000001
176,1999,98.77
176,2000,100
176,2001,104.38
176,2002,108.4
176,2003,112.67
176,2004,121.32
176,2005,134.11
176,2006,146.25
176,2007,151.23
176,2008,151.05
176,2009,149.28
176,2010,146.02
176,2011,142.13
176,2012,140.19
176,2013,140.85
176,2014,143.9
176,2015,147.82
176,2016,152.23
176,2017,159.3
176,2018,170.13
176,2019,177.54
176,2020,183.94
176,2021,205.95
176,2022,241.1
177,1977,46.31
177,1978,46.96
177,1979,53.5
177,1980,49.41
177,1981,
177,1982,
177,1983,46.54
177,1984,55.35
177,1985,54.63
177,1986,57.58
177,1987,63.03
177,1988,70.52
177,1989,71.39
177,1990,75.15000000000001
177,1991,80.22
177,1992,84.75
177,1993,88.01000000000001
177,1994,89.70999999999999
177,1995,90.43000000000001
177,1996,94.13
177,1997,95.37
177,1998,97.19
177,1999,98.48999999999999
177,2000,100
177,2001,104.77
177,2002,107.91
177,2003,110.6
177,2004,116.53
177,2005,124.16
177,2006,130.65
177,2007,136.38
177,2008,137.29
177,2009,137.62
177,2010,139.47
177,2011,142.62
177,2012,146.46
177,2013,150.65
177,2014,151.8
177,2015,156.61
177,2016,158.22
177,2017,159.05
177,2018,162.47
177,2019,167.24
177,2020,173.77
177,2021,188.7
177,2022,204.7
178,1978,43.26
178,1979,44.07
178,1980,44.78
178,1981,
178,1982,
178,1983,53.62
178,1984,52.28
178,1985,51.87
178,1986,57.09
178,1987,63.55
178,1988,68.34
178,1989,72.41
178,1990,76.31
178,1991,81.34
178,1992,84.58
178,1993,88.48
178,1994,90.22
178,1995,92.23
178,1996,94.91
178,1997,95.66
178,1998,98.17
178,1999,97.8
178,2000,100
178,2001,105.7
178,2002,108.09
178,2003,110.69
178,2004,117.37
178,2005,124.28
178,2006,131.93
178,2007,138.42
178,2008,142.98
178,2009,141.89
178,2010,142.86
178,2011,142.95
178,2012,143.6
178,2013,146.09
178,2014,147.85
178,2015,150.5
178,2016,152.03
178,2017,154.78
178,2018,158.96
178,2019,163.37
178,2020,167
178,2021,180.57
178,2022,198
179,1986,58.09
179,1987,60.06
179,1988,63.85
179,1989,75.73999999999999
179,1990,76.55
179,1991,81.89
179,1992,83.56
179,1993,86.11
179,1994,86.16
179,1995,89.06
179,1996,90.08
179,1997,91.39
179,1998,96.89
179,1999,97.79000000000001
179,2000,100
179,2001,103.8
179,2002,105.99
179,2003,108.21
179,2004,113.1
179,2005,120.03
179,2006,129.04
179,2007,134.14
179,2008,134.28
179,2009,131.19
179,2010,127.13
179,2011,126.36
179,2012,124.34
179,2013,124.22
179,2014,123.4
179,2015,126.04
179,2016,129.8
179,2017,132.43
179,2018,137.37
179,2019,142.36
179,2020,146.48
179,2021,161.77
179,2022,185.26
180,1975,33.48
180,1976,33.78
180,1977,33.6
180,1978,40.35
180,1979,41.31
180,1980,44.91
180,1981,46.59
180,1982,48.29
180,1983,49.77
180,1984,52.71
180,1985,56.34
180,1986,61.49
180,1987,72.54000000000001
180,1988,89.54000000000001
180,1989,93.87
180,1990,93.18000000000001
180,1991,92.11
180,1992,92.92
180,1993,92.81999999999999
180,1994,91.63
180,1995,91.2
180,1996,92.58
180,1997,93.52
180,1998,95.56
180,1999,96.93000000000001
180,2000,100
180,2001,105.54
180,2002,111.31
180,2003,117.72
180,2004,132.46
180,2005,151.94
180,2006,167.77
180,2007,171.86
180,2008,167
180,2009,156.63
180,2010,150.58
180,2011,143.99
180,2012,138.87
180,2013,138.96
180,2014,141.15
180,2015,143.41
180,2016,146.64
180,2017,152.25
180,2018,158.36
180,2019,164.41
180,2020,171.55
180,2021,191.76
180,2022,218.78
181,1975,45.18
181,1976,37.9
181,1977,32.91
181,1978,48.05
181,1979,49.07
181,1980,54.61
181,1981,55.14
181,1982,56.66
181,1983,58
181,1984,59.87
181,1985,63.31
181,1986,68.2
181,1987,76.43000000000001
181,1988,94.58
181,1989,102.04
181,1990,99.59
181,1991,99.45
181,1992,99.58
181,1993,98.62
181,1994,96.34
181,1995,93.15000000000001
181,1996,93.86
181,1997,95.44
181,1998,97.01000000000001
181,1999,97.88
181,2000,100
181,2001,106.22
181,2002,111.77
181,2003,116.9
181,2004,130.17
181,2005,148.67
181,2006,168.84
181,2007,175.49
181,2008,169.46
181,2009,157.09
181,2010,149.67
181,2011,143.65
181,2012,137.84
181,2013,136.92
181,2014,140.12
181,2015,141.96
181,2016,145.44
181,2017,151.56
181,2018,161.63
181,2019,170.18
181,2020,175.76
181,2021,200.08
181,2022,235.18
182,1985,51.99
182,1986,58.62
182,1987,61.41
182,1988,72.75
182,1989,85.16
182,1990,86.59999999999999
182,1991,89.52
182,1992,94.37
182,1993,96.5
182,1994,91.31
182,1995,93.97
182,1996,95.94
182,1997,97.09999999999999
182,1998,99.91
182,1999,98.34999999999999
182,2000,100
182,2001,105.03
182,2002,109.13
182,2003,112.93
182,2004,118.27
182,2005,131.68
182,2006,145.19
182,2007,153.76
182,2008,151.28
182,2009,145.7
182,2010,140.41
182,2011,136.26
182,2012,134.11
182,2013,132.14
182,2014,131.32
182,2015,130.15
182,2016,133.98
182,2017,133.96
182,2018,142.1
182,2019,149.64
182,2020,154.39
182,2021,173.01
182,2022,208.79
183,1983,42.95
183,1984,52.76
183,1985,57.55
183,1986,61.97
183,1987,77.18000000000001
183,1988,90.70999999999999
183,1989,95.94
183,1990,94.40000000000001
183,1991,91.18000000000001
183,1992,91.5
183,1993,91.7
183,1994,89.29000000000001
183,1995,86.53
183,1996,88.62
183,1997,90.63
183,1998,93.67
183,1999,93.98
183,2000,100
183,2001,104.35
183,2002,110.39
183,2003,116.36
183,2004,129.55
183,2005,146.7
183,2006,160.61
183,2007,161.46
183,2008,153.81
183,2009,140.58
183,2010,133.43
183,2011,125.65
183,2012,116.96
183,2013,115.09
183,2014,114.3
183,2015,113.36
183,2016,114.46
183,2017,121.93
183,2018,126.32
183,2019,131.93
183,2020,141.53
183,2021,162.09
183,2022,186.71
184,1979,40.91
184,1980,39.86
184,1981,48.28
184,1982,53
184,1983,44.63
184,1984,50.48
184,1985,53.02
184,1986,56.81
184,1987,67.76000000000001
184,1988,77.47
184,1989,82.66
184,1990,84.87
184,1991,85.75
184,1992,89.22
184,1993,90.34
184,1994,90.53
184,1995,88.14
184,1996,94.42
184,1997,92.61
184,1998,95.63
184,1999,96.70999999999999
184,2000,100
184,2001,104.92
184,2002,108.11
184,2003,111.5
184,2004,119.15
184,2005,129.34
184,2006,139.04
184,2007,145.21
184,2008,145.17
184,2009,142.37
184,2010,137.54
184,2011,134.36
184,2012,130.78
184,2013,129.72
184,2014,129.18
184,2015,131.18
184,2016,132.91
184,2017,133.26
184,2018,137.03
184,2019,141.61
184,2020,147.63
184,2021,163.1
184,2022,187.13
185,1979,37.35
185,1980,38.65
185,1981,45.5
185,1982,38.09
185,1983,40.83
185,1984,43.88
185,1985,48.49
185,1986,52.32
185,1987,58
185,1988,70.01000000000001
185,1989,76.31
185,1990,79.20999999999999
185,1991,82.36
185,1992,84.92
185,1993,88.12
185,1994,86.18000000000001
185,1995,87.56999999999999
185,1996,89.76000000000001
185,1997,95.15000000000001
185,1998,94.77
185,1999,98.69
185,2000,100
185,2001,104.71
185,2002,107.32
185,2003,108.29
185,2004,112.94
185,2005,123.21
185,2006,133.61
185,2007,139.9
185,2008,143.46
185,2009,138.53
185,2010,132.48
185,2011,129.55
185,2012,126.14
185,2013,123.93
185,2014,122.35
185,2015,122.17
185,2016,121.97
185,2017,123.09
185,2018,127.25
185,2019,136.58
185,2020,137.12
185,2021,150.71
185,2022,177.16
186,1979,44.08
186,1980,37.04
186,1981,43.74
186,1982,44.59
186,1983,42.35
186,1984,44.94
186,1985,48.33
186,1986,52.63
186,1987,57.94
186,1988,64.76000000000001
186,1989,72.5
186,1990,78.73
186,1991,80.62
186,1992,85.36
186,1993,86.97
186,1994,86.42
186,1995,88.48999999999999
186,1996,92.84999999999999
186,1997,94.25
186,1998,98.81
186,1999,98.61
186,2000,100
186,2001,105.26
186,2002,109.31
186,2003,111.13
186,2004,116.83
186,2005,122.03
186,2006,132.86
186,2007,138.05
186,2008,141.31
186,2009,136.58
186,2010,135.41
186,2011,132.12
186,2012,132.86
186,2013,131.62
186,2014,132.07
186,2015,133.62
186,2016,132.73
186,2017,135.09
186,2018,138.97
186,2019,144.86
186,2020,148.25
186,2021,162.46
186,2022,183.44
187,1978,33.89
187,1979,41.16
187,1980,41.72
187,1981,44.76
187,1982,45.57
187,1983,44.43
187,1984,47.66
187,1985,52.43
187,1986,56.49
187,1987,62.58
187,1988,69.38
187,1989,77.06
187,1990,82.48
187,1991,87.44
187,1992,88.53
187,1993,91.45
187,1994,92.2
187,1995,92.37
187,1996,93.79000000000001
187,1997,95.61
187,1998,100.58
187,1999,99.76000000000001
187,2000,100
187,2001,105.88
187,2002,108.94
187,2003,111.28
187,2004,115.63
187,2005,122.52
187,2006,133.52
187,2007,137.2
187,2008,138.48
187,2009,135.6
187,2010,133.08
187,2011,130.1
187,2012,127.95
187,2013,126.75
187,2014,125.75
187,2015,126.99
187,2016,126.56
187,2017,131.32
187,2018,133.14
187,2019,137.57
187,2020,141.53
187,2021,157.36
187,2022,186.53
188,1986,59.68
188,1987,68.25
188,1988,74.37
188,1989,78.04000000000001
188,1990,79.01000000000001
188,1991,85.04000000000001
188,1992,87.59
188,1993,86.18000000000001
188,1994,87.06
188,1995,84.97
188,1996,92.7
188,1997,93.68000000000001
188,1998,95.48999999999999
188,1999,96.58
188,2000,100
188,2001,105.85
188,2002,108.41
188,2003,112.16
188,2004,113.77
188,2005,122.63
188,2006,130.19
188,2007,140.05
188,2008,142.89
188,2009,148.88
188,2010,145.28
188,2011,155.79
188,2012,159.21
188,2013,163.51
188,2014,158.82
188,2015,157.47
188,2016,156.1
188,2017,160.82
188,2018,159.36
188,2019,162.4
188,2020,172.71
188,2021,179.73
188,2022,203.39
189,1975,25.86
189,1976,28.3
189,1977,28.19
189,1978,30.97
189,1979,34.03
189,1980,37.69
189,1981,41.73
189,1982,43.06
189,1983,43.82
189,1984,47.88
189,1985,51.47
189,1986,56.43
189,1987,67
189,1988,80.83
189,1989,84.34
189,1990,84.41
189,1991,83.61
189,1992,83.52
189,1993,83.15000000000001
189,1994,83.13
189,1995,83.66
189,1996,84.73
189,1997,85.95
189,1998,88.09
189,1999,91.89
189,2000,100
189,2001,107.11
189,2002,117.29
189,2003,125.27
189,2004,141.51
189,2005,159.7
189,2006,170.97
189,2007,172.14
189,2008,168.27
189,2009,159.83
189,2010,154.18
189,2011,149.85
189,2012,147.31
189,2013,148.4
189,2014,151.29
189,2015,154.75
189,2016,156.4
189,2017,160.91
189,2018,166.19
189,2019,171.32
189,2020,177.25
189,2021,194.67
189,2022,219.3
190,1975,28.42
190,1976,28.15
190,1977,29.94
190,1978,32.14
190,1979,35.33
190,1980,38.61
190,1981,41.99
190,1982,42.79
190,1983,45.59
190,1984,49.97
190,1985,53.88
190,1986,58.97
190,1987,68.06999999999999
190,1988,81.06
190,1989,86.11
190,1990,87.40000000000001
190,1991,87.8
190,1992,88.15000000000001
190,1993,87.98999999999999
190,1994,87.62
190,1995,87.43000000000001
190,1996,88.27
190,1997,88.87
190,1998,91.11
190,1999,94.09
190,2000,100
190,2001,106.79
190,2002,115.49
190,2003,123.1
190,2004,138.97
190,2005,157.83
190,2006,169.57
190,2007,172.46
190,2008,169.68
190,2009,161.71
190,2010,157.43
190,2011,151.75
190,2012,148.1
190,2013,148.71
190,2014,151.43
190,2015,154.05
190,2016,157.84
190,2017,162.54
190,2018,169.58
190,2019,176.72
190,2020,182.79
190,2021,202.03
190,2022,227.7
191,1975,34.37
191,1976,34.97
191,1977,36.99
191,1978,38.37
191,1979,40.88
191,1980,44.97
191,1981,47.78
191,1982,48.79
191,1983,52.3
191,1984,55.5
191,1985,59.1
191,1986,64.89
191,1987,72.09999999999999
191,1988,82.43000000000001
191,1989,86.79000000000001
191,1990,88.84
191,1991,89.28
191,1992,90
191,1993,89.77
191,1994,88.27
191,1995,87.09
191,1996,88.12
191,1997,88.70999999999999
191,1998,91.11
191,1999,94.27
191,2000,100
191,2001,110.48
191,2002,121.56
191,2003,132.1
191,2004,151.52
191,2005,178.52
191,2006,196.74
191,2007,203.41
191,2008,203.43
191,2009,198.01
191,2010,194.12
191,2011,188.84
191,2012,186.54
191,2013,188.84
191,2014,194.07
191,2015,200.63
191,2016,209.92
191,2017,224.23
191,2018,239.28
191,2019,251.43
191,2020,262.35
191,2021,283.9
191,2022,307.78
193,1975,26.22
193,1976,28.08
193,1977,28.39
193,1978,31.89
193,1979,35.64
193,1980,40.58
193,1981,42.14
193,1982,42.95
193,1983,45.37
193,1984,49.6
193,1985,53.53
193,1986,58.95
193,1987,67.69
193,1988,79.77
193,1989,84.48999999999999
193,1990,85.05
193,1991,84.8
193,1992,85.48999999999999
193,1993,85.59
193,1994,85.45
193,1995,85.68000000000001
193,1996,86.39
193,1997,87.45999999999999
193,1998,89.79000000000001
193,1999,93.59999999999999
193,2000,100
193,2001,106.02
193,2002,113.69
193,2003,119.86
193,2004,134.03
193,2005,150.62
193,2006,162.84
193,2007,166.01
193,2008,163.23
193,2009,156.85
193,2010,152.43
193,2011,148.41
193,2012,145.3
193,2013,147.03
193,2014,151.83
193,2015,155.74
193,2016,159.88
193,2017,164.81
193,2018,171.25
193,2019,176.67
193,2020,181.18
193,2021,197
193,2022,224.27
194,1975,29.24
194,1976,31.06
194,1977,30.76
194,1978,33.12
194,1979,37.11
194,1980,41.14
194,1981,43.8
194,1982,44.03
194,1983,47.1
194,1984,51.36
194,1985,55.4
194,1986,60.85
194,1987,70.33
194,1988,84.23
194,1989,89.79000000000001
194,1990,90.89
194,1991,90.59
194,1992,91.15000000000001
194,1993,90.81999999999999
194,1994,90.06
194,1995,89.53
194,1996,89.83
194,1997,90.34999999999999
194,1998,91.98
194,1999,94.53
194,2000,100
194,2001,106.26
194,2002,115.5
194,2003,123.24
194,2004,139.37
194,2005,158.44
194,2006,169.18
194,2007,172.04
194,2008,167.96
194,2009,160.92
194,2010,156.01
194,2011,151.56
194,2012,148.31
194,2013,149.68
194,2014,153.39
194,2015,156.87
194,2016,160.35
194,2017,166.01
194,2018,172.34
194,2019,178.06
194,2020,184.11
194,2021,202.9
194,2022,231.3
195,1977,46.65
195,1978,42.98
195,1979,48.57
195,1980,48.68
195,1981,48.37
195,1982,45.76
195,1983,50.03
195,1984,53.46
195,1985,57.71
195,1986,60.88
195,1987,67.48999999999999
195,1988,80.78
195,1989,89.04000000000001
195,1990,91.53
195,1991,92.8
195,1992,93.04000000000001
195,1993,94.42
195,1994,94.09
195,1995,93.48999999999999
195,1996,95.23999999999999
195,1997,95.14
195,1998,96.84999999999999
195,1999,97.7
195,2000,100
195,2001,104.53
195,2002,109.44
195,2003,114.64
195,2004,126.58
195,2005,142.67
195,2006,155.05
195,2007,159.56
195,2008,156.88
195,2009,150.66
195,2010,144.88
195,2011,139.35
195,2012,135.07
195,2013,135.25
195,2014,137.34
195,2015,140.31
195,2016,141.86
195,2017,148.55
195,2018,153.59
195,2019,157.95
195,2020,165.31
195,2021,183.86
195,2022,209.16
196,1975,43.9
196,1976,50.35
196,1977,47.91
196,1978,51.24
196,1979,63.76
196,1980,60.87
196,1981,57.03
196,1982,58.82
196,1983,62.78
196,1984,63.88
196,1985,67.34
196,1986,69.55
196,1987,74.72
196,1988,84.56999999999999
196,1989,92.83
196,1990,95.67
196,1991,98.11
196,1992,98.18000000000001
196,1993,98.58
196,1994,98.52
196,1995,96.69
196,1996,98.04000000000001
196,1997,97.58
196,1998,99.03
196,1999,98.58
196,2000,100
196,2001,104.51
196,2002,108.32
196,2003,112.33
196,2004,121.66
196,2005,136.5
196,2006,148.89
196,2007,155.3
196,2008,154.03
196,2009,149.04
196,2010,142.91
196,2011,137.27
196,2012,131.91
196,2013,132.08
196,2014,132.89
196,2015,137.55
196,2016,138.86
196,2017,144.42
196,2018,152.7
196,2019,158.16
196,2020,164.93
196,2021,183.8
196,2022,212.28
197,1975,30.77
197,1976,32.24
197,1977,31.86
197,1978,33.35
197,1979,37.41
197,1980,41.57
197,1981,44.88
197,1982,45.05
197,1983,47.86
197,1984,51.49
197,1985,55.6
197,1986,61.5
197,1987,67.94
197,1988,76.43000000000001
197,1989,84.25
197,1990,86.72
197,1991,87.70999999999999
197,1992,88.19
197,1993,87.72
197,1994,86.87
197,1995,86.89
197,1996,88.02
197,1997,89.31999999999999
197,1998,91.76000000000001
197,1999,94.55
197,2000,100
197,2001,106.3
197,2002,113.35
197,2003,120.96
197,2004,137.12
197,2005,159.49
197,2006,173.34
197,2007,177.9
197,2008,172.57
197,2009,159.75
197,2010,153.91
197,2011,145.24
197,2012,141.34
197,2013,142.67
197,2014,146.91
197,2015,151.38
197,2016,154.04
197,2017,157.68
197,2018,164.04
197,2019,169.52
197,2020,175.33
197,2021,193.78
197,2022,222.12
198,1977,29.66
198,1978,31.95
198,1979,33.81
198,1980,40.25
198,1981,44.01
198,1982,45.8
198,1983,47.25
198,1984,51.95
198,1985,55.65
198,1986,60.99
198,1987,68.72
198,1988,77.56999999999999
198,1989,85.23
198,1990,86.56999999999999
198,1991,87.65000000000001
198,1992,87.88
198,1993,87.62
198,1994,86.31999999999999
198,1995,85.61
198,1996,87.12
198,1997,87.77
198,1998,90.36
198,1999,93.63
198,2000,100
198,2001,107.07
198,2002,115.55
198,2003,123.35
198,2004,138.52
198,2005,157.35
198,2006,169.2
198,2007,173.4
198,2008,168.28
198,2009,161.03
198,2010,153.88
198,2011,145.66
198,2012,141.31
198,2013,143.34
198,2014,146.6
198,2015,148.51
198,2016,150.96
198,2017,152.47
198,2018,157.75
198,2019,162.84
198,2020,168.22
198,2021,184.63
198,2022,205.54
199,1979,42.31
199,1980,44.14
199,1981,
199,1982,44.21
199,1983,47.46
199,1984,52.46
199,1985,56.73
199,1986,60.35
199,1987,63.7
199,1988,70.23
199,1989,74.18000000000001
199,1990,77.78
199,1991,80.2
199,1992,80.76000000000001
199,1993,81.59
199,1994,81.48
199,1995,83.64
199,1996,85.92
199,1997,87.67
199,1998,89.5
199,1999,93.45
199,2000,100
199,2001,107.97
199,2002,114.95
199,2003,121.8
199,2004,137.61
199,2005,162.46
199,2006,178.97
199,2007,184.16
199,2008,178.44
199,2009,164.88
199,2010,154.85
199,2011,146.24
199,2012,141.88
199,2013,141.44
199,2014,144.11
199,2015,148.16
199,2016,151.94
199,2017,156.81
199,2018,163.58
199,2019,169.14
199,2020,174.34
199,2021,194.65
199,2022,225.04
200,1975,22.45
200,1976,24.79
200,1977,27.92
200,1978,32.27
200,1979,38.08
200,1980,40.68
200,1981,40.04
200,1982,37.77
200,1983,41.16
200,1984,43.98
200,1985,46.35
200,1986,50.15
200,1987,55.78
200,1988,65.90000000000001
200,1989,74
200,1990,76.75
200,1991,77.02
200,1992,78.65000000000001
200,1993,77.48999999999999
200,1994,76.98
200,1995,75.87
200,1996,77.61
200,1997,77.65000000000001
200,1998,81.34999999999999
200,1999,87.39
200,2000,100
200,2001,114.14
200,2002,128.78
200,2003,141.01
200,2004,164.2
200,2005,201.64
200,2006,224.97
200,2007,231.23
200,2008,219.84
200,2009,208.39
200,2010,208.63
200,2011,210.68
200,2012,217.24
200,2013,231.89
200,2014,252.61
200,2015,267.43
200,2016,285.32
200,2017,299.61
200,2018,313.95
200,2019,325.94
200,2020,332.93
200,2021,355.82
200,2022,384.37
201,1975,27.51
201,1976,28.94
201,1977,30.38
201,1978,33.5
201,1979,36.7
201,1980,41.83
201,1981,43.65
201,1982,44.91
201,1983,47.76
201,1984,50.91
201,1985,53.8
201,1986,58.31
201,1987,64.79000000000001
201,1988,76.51000000000001
201,1989,83.63
201,1990,83.61
201,1991,81.23999999999999
201,1992,81.08
201,1993,80.97
201,1994,81.13
201,1995,81.38
201,1996,82.08
201,1997,82.84
201,1998,85.23
201,1999,88.90000000000001
201,2000,100
201,2001,114.23
201,2002,126.42
201,2003,135.11
201,2004,160.37
201,2005,201.65
201,2006,215.77
201,2007,199.87
201,2008,167.04
201,2009,154.1
201,2010,153.16
201,2011,152.52
201,2012,155.89
201,2013,164.04
201,2014,173.16
201,2015,177.12
201,2016,180.77
201,2017,187.18
201,2018,193.17
201,2019,200.59
201,2020,208.34
201,2021,230.81
201,2022,259.34
206,1976,32
206,1977,34.9
206,1978,35.81
206,1979,41.07
206,1980,42.53
206,1981,46.89
206,1982,49.38
206,1983,50.2
206,1984,53.9
206,1985,57.01
206,1986,60.09
206,1987,65.36
206,1988,73
206,1989,80.23
206,1990,85.66
206,1991,87.48
206,1992,89.62
206,1993,89.97
206,1994,89.72
206,1995,90.22
206,1996,91.67
206,1997,93.01000000000001
206,1998,95.66
206,1999,97.02
206,2000,100
206,2001,105.83
206,2002,113.67
206,2003,122.57
206,2004,145.49
206,2005,178.71
206,2006,204.25
206,2007,205.85
206,2008,191.98
206,2009,170.37
206,2010,157.92
206,2011,150.69
206,2012,146.69
206,2013,147.3
206,2014,150.75
206,2015,153.71
206,2016,155.33
206,2017,159.44
206,2018,163.61
206,2019,170.5
206,2020,176.65
206,2021,194.28
206,2022,217.28
207,1975,31.15
207,1976,32.56
207,1977,34.05
207,1978,36.98
207,1979,41.53
207,1980,46.73
207,1981,49.32
207,1982,49.91
207,1983,53.08
207,1984,56.11
207,1985,59.51
207,1986,63.35
207,1987,68.98
207,1988,77.36
207,1989,85.09
207,1990,89.02
207,1991,91.06
207,1992,92.05
207,1993,92.2
207,1994,92.03
207,1995,92.23999999999999
207,1996,93.7
207,1997,93.33
207,1998,94.95
207,1999,96.45
207,2000,100
207,2001,107.25
207,2002,117.66
207,2003,129.05
207,2004,154.12
207,2005,190.78
207,2006,221.88
207,2007,228.26
207,2008,207.55
207,2009,170.04
207,2010,155.33
207,2011,144.61
207,2012,141.01
207,2013,145.3
207,2014,156.63
207,2015,165.66
207,2016,173.69
207,2017,183.9
207,2018,191.44
207,2019,198.99
207,2020,207.64
207,2021,230.26
207,2022,255.69
208,1975,24.45
208,1976,26.45
208,1977,28.56
208,1978,33.29
208,1979,38.65
208,1980,42.49
208,1981,46.43
208,1982,44.4
208,1983,45.55
208,1984,48.66
208,1985,51.08
208,1986,54.39
208,1987,60.25
208,1988,72.33
208,1989,83.2
208,1990,85.17
208,1991,85.05
208,1992,85.69
208,1993,85.59999999999999
208,1994,85.18000000000001
208,1995,84.68000000000001
208,1996,84.84999999999999
208,1997,85.20999999999999
208,1998,87.20999999999999
208,1999,90.7
208,2000,100
208,2001,111.6
208,2002,125.93
208,2003,136.23
208,2004,157.54
208,2005,193.87
208,2006,212.25
208,2007,208.52
208,2008,193.39
208,2009,178.92
208,2010,177.64
208,2011,175.34
208,2012,174.92
208,2013,180.53
208,2014,186.65
208,2015,188.37
208,2016,192.78
208,2017,196.22
208,2018,199.61
208,2019,203.6
208,2020,205.94
208,2021,222.24
208,2022,246.22
209,1975,26.62
209,1976,29.09
209,1977,30.71
209,1978,34.05
209,1979,40.22
209,1980,46.23
209,1981,50.1
209,1982,48.74
209,1983,49.71
209,1984,52.43
209,1985,55.08
209,1986,58.16
209,1987,63.71
209,1988,75.59999999999999
209,1989,85.98
209,1990,88.26000000000001
209,1991,88.47
209,1992,88.5
209,1993,88.19
209,1994,87.04000000000001
209,1995,86.02
209,1996,86.5
209,1997,86.03
209,1998,87.91
209,1999,91.31
209,2000,100
209,2001,111.53
209,2002,126.76
209,2003,137.85
209,2004,161.49
209,2005,196.97
209,2006,219.4
209,2007,218.4
209,2008,198.02
209,2009,178.48
209,2010,174.77
209,2011,171.32
209,2012,170.46
209,2013,177.28
209,2014,185.75
209,2015,188.73
209,2016,193.53
209,2017,200.78
209,2018,206.62
209,2019,212.42
209,2020,217.51
209,2021,238.02
209,2022,261.27
210,1975,27.78
210,1976,30.2
210,1977,32.14
210,1978,36.58
210,1979,40.78
210,1980,43.88
210,1981,46.67
210,1982,45.85
210,1983,49.79
210,1984,52.54
210,1985,55.39
210,1986,59.58
210,1987,65.05
210,1988,72.76000000000001
210,1989,78.34
210,1990,81.56999999999999
210,1991,83.36
210,1992,84.54000000000001
210,1993,85.09
210,1994,85.70999999999999
210,1995,86.79000000000001
210,1996,87.94
210,1997,89.45
210,1998,91.29000000000001
210,1999,93.79000000000001
210,2000,100
210,2001,107.02
210,2002,117.14
210,2003,125.84
210,2004,148.19
210,2005,179.42
210,2006,199.17
210,2007,201.09
210,2008,192.25
210,2009,176.53
210,2010,168.74
210,2011,163.03
210,2012,160.89
210,2013,163.51
210,2014,167.6
210,2015,170.68
210,2016,174.48
210,2017,177.39
210,2018,183.19
210,2019,187.6
210,2020,192.18
210,2021,208.58
210,2022,233.39
211,1975,28.07
211,1976,29.84
211,1977,31.68
211,1978,35.79
211,1979,39.67
211,1980,42.86
211,1981,47.03
211,1982,45.05
211,1983,47.48
211,1984,50.94
211,1985,53.61
211,1986,58.01
211,1987,63.84
211,1988,72.45999999999999
211,1989,78.52
211,1990,81.7
211,1991,83.68000000000001
211,1992,85.34
211,1993,85.95
211,1994,86.23
211,1995,86.94
211,1996,88.81
211,1997,90.02
211,1998,92.42
211,1999,94.55
211,2000,100
211,2001,107.34
211,2002,116.86
211,2003,126.25
211,2004,147.99
211,2005,179.91
211,2006,199.58
211,2007,202.24
211,2008,193.55
211,2009,175.58
211,2010,166.7
211,2011,159.02
211,2012,155.87
211,2013,159.1
211,2014,163.68
211,2015,166.22
211,2016,169.45
211,2017,173.84
211,2018,178.47
211,2019,183.21
211,2020,188.93
211,2021,206.02
211,2022,227.75
212,1975,28.29
212,1976,32.23
212,1977,34.09
212,1978,37.77
212,1979,41.69
212,1980,45.08
212,1981,50.42
212,1982,46.54
212,1983,51.89
212,1984,54.89
212,1985,57.73
212,1986,61.78
212,1987,67.20999999999999
212,1988,74.28
212,1989,78.58
212,1990,81.84999999999999
212,1991,83.88
212,1992,86.03
212,1993,86.81
212,1994,86.73
212,1995,87.02
212,1996,88.3
212,1997,88.93000000000001
212,1998,92.11
212,1999,94.65000000000001
212,2000,100
212,2001,106.82
212,2002,114.87
212,2003,123.18
212,2004,141.8
212,2005,171.13
212,2006,194.61
212,2007,204.09
212,2008,198.92
212,2009,181.27
212,2010,169.26
212,2011,159.92
212,2012,156.62
212,2013,159.5
212,2014,165.28
212,2015,169.2
212,2016,174.05
212,2017,178.48
212,2018,182.5
212,2019,187.03
212,2020,192.73
212,2021,209.07
212,2022,231.67
214,1975,25.75
214,1976,25.93
214,1977,29.41
214,1978,32.76
214,1979,35.95
214,1980,39.54
214,1981,43.53
214,1982,41.76
214,1983,44.8
214,1984,47.35
214,1985,49.27
214,1986,53.55
214,1987,58.59
214,1988,67.2
214,1989,72.7
214,1990,75.97
214,1991,76.95
214,1992,78.53
214,1993,78.94
214,1994,79.27
214,1995,80.40000000000001
214,1996,82.17
214,1997,82.27
214,1998,84.89
214,1999,89.56999999999999
214,2000,100
214,2001,108.66
214,2002,122.31
214,2003,132.94
214,2004,156.24
214,2005,188.5
214,2006,210.47
214,2007,207.94
214,2008,198.63
214,2009,183.1
214,2010,174.55
214,2011,171.63
214,2012,169.83
214,2013,174.5
214,2014,178.47
214,2015,180.35
214,2016,185.85
214,2017,189.43
214,2018,194.16
214,2019,199.25
